sample_id,best_cost,random,seed,encode_deterministic,encoded_z,alpha,pred_cost,mean_cost,true_mean_cost,important_dim,unit_coefficients
"cuda:[""3eda1939e30b947e921f5e1814346365"", [1, 56, 56, 128], [6, 6, 32, 128], [1, 56, 56, 32]]#s0::1490_([3eda1939e30b947e921f5e1814346365,[1,56,56,128],[6,6,32,128],[1,56,56,32]],cuda)::r467",true,,,,"[-0.7021205425262451, -0.12015385925769806, -2.141240358352661, -2.219895839691162, 1.3102916479110718, -0.29286712408065796, -0.5521225333213806, -1.8325730562210083, -0.1912856251001358, -0.5388022065162659, -0.5196767449378967, -1.183052659034729, 1.5943572521209717, -1.1108675003051758, 2.6204161643981934, 2.038149833679199, 2.469015121459961, 1.459472417831421, -0.8883557915687561, -0.40755894780158997, -1.3014564514160156, -2.2216413021087646, -0.3574656546115875, 0.30082350969314575, 1.3233946561813354, 0.4376925826072693, -1.5238399505615234, -0.30563926696777344, 1.6191426515579224, 0.432953417301178, -2.010441303253174, 0.689445972442627, -0.6501137018203735, 1.0339244604110718, 1.2140953540802002, 0.2628861665725708, -2.387077569961548, -1.272647500038147, 1.479569435119629, 1.2179131507873535, 2.2571756839752197, 0.8062827587127686, 3.4037952423095703, 2.1885290145874023, 2.020951986312866, 2.15613055229187, -1.1872586011886597, 1.6231575012207031, 0.8615514636039734, -1.079092264175415, 2.0270323753356934, -0.6333231925964355, -0.22798585891723633, 0.5305924415588379, 0.2649167478084564, 1.0179555416107178, 1.0064747333526611, -1.4040029048919678, -0.06057742238044739, -0.43719103932380676, 0.1822475790977478, 0.6692320108413696, -2.403940200805664, -2.0010225772857666]",[4.0],[13.814634323120117],8.91568420189395,,"43,42,15,39,17,40,38",true
"cuda:[""3eda1939e30b947e921f5e1814346365"", [1, 56, 56, 128], [6, 6, 32, 128], [1, 56, 56, 32]]#s0::1490_([3eda1939e30b947e921f5e1814346365,[1,56,56,128],[6,6,32,128],[1,56,56,32]],cuda)::r467",true,,,,"[-0.7021205425262451, -0.12015385925769806, -2.141240358352661, -2.219895839691162, 1.3102916479110718, -0.29286712408065796, -0.5521225333213806, -1.8325730562210083, -0.1912856251001358, -0.5388022065162659, -0.5196767449378967, -1.183052659034729, 1.5943572521209717, -1.1108675003051758, 2.6204161643981934, 2.038149833679199, 2.469015121459961, 1.459472417831421, -0.8883557915687561, -0.40755894780158997, -1.3014564514160156, -2.2216413021087646, -0.3574656546115875, 0.30082350969314575, 1.3233946561813354, 0.4376925826072693, -1.5238399505615234, -0.30563926696777344, 1.6191426515579224, 0.432953417301178, -2.010441303253174, 0.689445972442627, -0.6501137018203735, 1.0339244604110718, 1.2140953540802002, 0.2628861665725708, -2.387077569961548, -1.272647500038147, 1.479569435119629, 1.2179131507873535, 2.2571756839752197, 0.8062827587127686, 3.4037952423095703, 2.1885290145874023, 2.020951986312866, 2.15613055229187, -1.1872586011886597, 1.6231575012207031, 0.8615514636039734, -1.079092264175415, 2.0270323753356934, -0.6333231925964355, -0.22798585891723633, 0.5305924415588379, 0.2649167478084564, 1.0179555416107178, 1.0064747333526611, -1.4040029048919678, -0.06057742238044739, -0.43719103932380676, 0.1822475790977478, 0.6692320108413696, -2.403940200805664, -2.0010225772857666]",[4.5],[14.141913414001465],7.795365280877831,,"43,42,15,39,17,40,38",true
"cuda:[""3eda1939e30b947e921f5e1814346365"", [1, 56, 56, 128], [6, 6, 32, 128], [1, 56, 56, 32]]#s0::1490_([3eda1939e30b947e921f5e1814346365,[1,56,56,128],[6,6,32,128],[1,56,56,32]],cuda)::r467",true,,,,"[-0.7021205425262451, -0.12015385925769806, -2.141240358352661, -2.219895839691162, 1.3102916479110718, -0.29286712408065796, -0.5521225333213806, -1.8325730562210083, -0.1912856251001358, -0.5388022065162659, -0.5196767449378967, -1.183052659034729, 1.5943572521209717, -1.1108675003051758, 2.6204161643981934, 2.038149833679199, 2.469015121459961, 1.459472417831421, -0.8883557915687561, -0.40755894780158997, -1.3014564514160156, -2.2216413021087646, -0.3574656546115875, 0.30082350969314575, 1.3233946561813354, 0.4376925826072693, -1.5238399505615234, -0.30563926696777344, 1.6191426515579224, 0.432953417301178, -2.010441303253174, 0.689445972442627, -0.6501137018203735, 1.0339244604110718, 1.2140953540802002, 0.2628861665725708, -2.387077569961548, -1.272647500038147, 1.479569435119629, 1.2179131507873535, 2.2571756839752197, 0.8062827587127686, 3.4037952423095703, 2.1885290145874023, 2.020951986312866, 2.15613055229187, -1.1872586011886597, 1.6231575012207031, 0.8615514636039734, -1.079092264175415, 2.0270323753356934, -0.6333231925964355, -0.22798585891723633, 0.5305924415588379, 0.2649167478084564, 1.0179555416107178, 1.0064747333526611, -1.4040029048919678, -0.06057742238044739, -0.43719103932380676, 0.1822475790977478, 0.6692320108413696, -2.403940200805664, -2.0010225772857666]",[5.0],[14.469193458557129],9.60405059145884,,"43,42,15,39,17,40,38",true
"cuda:[""3eda1939e30b947e921f5e1814346365"", [1, 56, 56, 128], [6, 6, 32, 128], [1, 56, 56, 32]]#s0::1490_([3eda1939e30b947e921f5e1814346365,[1,56,56,128],[6,6,32,128],[1,56,56,32]],cuda)::r467",true,,,,"[-0.7021205425262451, -0.12015385925769806, -2.141240358352661, -2.219895839691162, 1.3102916479110718, -0.29286712408065796, -0.5521225333213806, -1.8325730562210083, -0.1912856251001358, -0.5388022065162659, -0.5196767449378967, -1.183052659034729, 1.5943572521209717, -1.1108675003051758, 2.6204161643981934, 2.038149833679199, 2.469015121459961, 1.459472417831421, -0.8883557915687561, -0.40755894780158997, -1.3014564514160156, -2.2216413021087646, -0.3574656546115875, 0.30082350969314575, 1.3233946561813354, 0.4376925826072693, -1.5238399505615234, -0.30563926696777344, 1.6191426515579224, 0.432953417301178, -2.010441303253174, 0.689445972442627, -0.6501137018203735, 1.0339244604110718, 1.2140953540802002, 0.2628861665725708, -2.387077569961548, -1.272647500038147, 1.479569435119629, 1.2179131507873535, 2.2571756839752197, 0.8062827587127686, 3.4037952423095703, 2.1885290145874023, 2.020951986312866, 2.15613055229187, -1.1872586011886597, 1.6231575012207031, 0.8615514636039734, -1.079092264175415, 2.0270323753356934, -0.6333231925964355, -0.22798585891723633, 0.5305924415588379, 0.2649167478084564, 1.0179555416107178, 1.0064747333526611, -1.4040029048919678, -0.06057742238044739, -0.43719103932380676, 0.1822475790977478, 0.6692320108413696, -2.403940200805664, -2.0010225772857666]",[6.0],[15.123753547668457],10.158329908707962,,"43,42,15,39,17,40,38",true
"cuda:[""3eda1939e30b947e921f5e1814346365"", [1, 56, 56, 128], [6, 6, 32, 128], [1, 56, 56, 32]]#s0::1490_([3eda1939e30b947e921f5e1814346365,[1,56,56,128],[6,6,32,128],[1,56,56,32]],cuda)::r467",true,,,,"[-0.7021205425262451, -0.12015385925769806, -2.141240358352661, -2.219895839691162, 1.3102916479110718, -0.29286712408065796, -0.5521225333213806, -1.8325730562210083, -0.1912856251001358, -0.5388022065162659, -0.5196767449378967, -1.183052659034729, 1.5943572521209717, -1.1108675003051758, 2.6204161643981934, 2.038149833679199, 2.469015121459961, 1.459472417831421, -0.8883557915687561, -0.40755894780158997, -1.3014564514160156, -2.2216413021087646, -0.3574656546115875, 0.30082350969314575, 1.3233946561813354, 0.4376925826072693, -1.5238399505615234, -0.30563926696777344, 1.6191426515579224, 0.432953417301178, -2.010441303253174, 0.689445972442627, -0.6501137018203735, 1.0339244604110718, 1.2140953540802002, 0.2628861665725708, -2.387077569961548, -1.272647500038147, 1.479569435119629, 1.2179131507873535, 2.2571756839752197, 0.8062827587127686, 3.4037952423095703, 2.1885290145874023, 2.020951986312866, 2.15613055229187, -1.1872586011886597, 1.6231575012207031, 0.8615514636039734, -1.079092264175415, 2.0270323753356934, -0.6333231925964355, -0.22798585891723633, 0.5305924415588379, 0.2649167478084564, 1.0179555416107178, 1.0064747333526611, -1.4040029048919678, -0.06057742238044739, -0.43719103932380676, 0.1822475790977478, 0.6692320108413696, -2.403940200805664, -2.0010225772857666]",[7.0],[15.778311729431152],9.584128904560734,,"43,42,15,39,17,40,38",true
"cuda:[""3eda1939e30b947e921f5e1814346365"", [1, 56, 56, 128], [6, 6, 32, 128], [1, 56, 56, 32]]#s0::1490_([3eda1939e30b947e921f5e1814346365,[1,56,56,128],[6,6,32,128],[1,56,56,32]],cuda)::r467",true,,,,"[-0.7021205425262451, -0.12015385925769806, -2.141240358352661, -2.219895839691162, 1.3102916479110718, -0.29286712408065796, -0.5521225333213806, -1.8325730562210083, -0.1912856251001358, -0.5388022065162659, -0.5196767449378967, -1.183052659034729, 1.5943572521209717, -1.1108675003051758, 2.6204161643981934, 2.038149833679199, 2.469015121459961, 1.459472417831421, -0.8883557915687561, -0.40755894780158997, -1.3014564514160156, -2.2216413021087646, -0.3574656546115875, 0.30082350969314575, 1.3233946561813354, 0.4376925826072693, -1.5238399505615234, -0.30563926696777344, 1.6191426515579224, 0.432953417301178, -2.010441303253174, 0.689445972442627, -0.6501137018203735, 1.0339244604110718, 1.2140953540802002, 0.2628861665725708, -2.387077569961548, -1.272647500038147, 1.479569435119629, 1.2179131507873535, 2.2571756839752197, 0.8062827587127686, 3.4037952423095703, 2.1885290145874023, 2.020951986312866, 2.15613055229187, -1.1872586011886597, 1.6231575012207031, 0.8615514636039734, -1.079092264175415, 2.0270323753356934, -0.6333231925964355, -0.22798585891723633, 0.5305924415588379, 0.2649167478084564, 1.0179555416107178, 1.0064747333526611, -1.4040029048919678, -0.06057742238044739, -0.43719103932380676, 0.1822475790977478, 0.6692320108413696, -2.403940200805664, -2.0010225772857666]",[8.0],[16.432870864868164],8.79999053219371,,"43,42,15,39,17,40,38",true
"cuda:[""3eda1939e30b947e921f5e1814346365"", [1, 56, 56, 128], [6, 6, 32, 128], [1, 56, 56, 32]]#s0::1490_([3eda1939e30b947e921f5e1814346365,[1,56,56,128],[6,6,32,128],[1,56,56,32]],cuda)::r467",true,,,,"[-2.0406136512756348, 0.13717195391654968, -2.642533779144287, -2.079602003097534, 1.1100783348083496, 0.22066432237625122, -0.41209354996681213, -1.5643726587295532, 0.2348211258649826, 0.22021663188934326, 0.11038017272949219, -1.8797292709350586, 0.9529110193252563, -1.8885053396224976, 2.3441061973571777, 2.4053378105163574, 2.5571956634521484, 1.9637866020202637, -1.2441613674163818, -0.09309548139572144, -0.7343577146530151, -2.578479528427124, -0.8810214996337891, -0.13312095403671265, 0.6167820692062378, 0.6246263980865479, -2.1712591648101807, -1.5433748960494995, 1.7838635444641113, 0.22653228044509888, -2.206249713897705, 0.6049796342849731, -0.49271389842033386, 1.3992085456848145, 1.8305896520614624, 0.6697021722793579, -2.9068238735198975, -1.1798427104949951, 1.3247597217559814, 1.407204270362854, 2.2528347969055176, 0.9383061528205872, 3.3160555362701416, 2.2865254878997803, 1.8571964502334595, 2.020112991333008, -0.19779330492019653, 1.3386306762695312, 0.8547098636627197, -1.7720487117767334, 2.1779139041900635, -0.9528314471244812, -1.5928914546966553, 0.011399924755096436, 0.38862407207489014, 1.112443208694458, 0.9272648692131042, -1.2685655355453491, 0.04359468072652817, -0.4421883821487427, 1.050247073173523, 0.8632217049598694, -2.6691019535064697, -0.9956158399581909]","[0.0, 0.5, 1.0]","[10.242485046386719, 10.569765090942383, 10.897045135498047]",10.214883662796812,10.513648669041254,"43,42,15,39,17,40,38",true
"cuda:[""3eda1939e30b947e921f5e1814346365"", [1, 56, 56, 128], [6, 6, 32, 128], [1, 56, 56, 32]]#s0::1490_([3eda1939e30b947e921f5e1814346365,[1,56,56,128],[6,6,32,128],[1,56,56,32]],cuda)::r467",true,,,,"[-2.0406136512756348, 0.13717195391654968, -2.642533779144287, -2.079602003097534, 1.1100783348083496, 0.22066432237625122, -0.41209354996681213, -1.5643726587295532, 0.2348211258649826, 0.22021663188934326, 0.11038017272949219, -1.8797292709350586, 0.9529110193252563, -1.8885053396224976, 2.3441061973571777, 2.4053378105163574, 2.5571956634521484, 1.9637866020202637, -1.2441613674163818, -0.09309548139572144, -0.7343577146530151, -2.578479528427124, -0.8810214996337891, -0.13312095403671265, 0.6167820692062378, 0.6246263980865479, -2.1712591648101807, -1.5433748960494995, 1.7838635444641113, 0.22653228044509888, -2.206249713897705, 0.6049796342849731, -0.49271389842033386, 1.3992085456848145, 1.8305896520614624, 0.6697021722793579, -2.9068238735198975, -1.1798427104949951, 1.3247597217559814, 1.407204270362854, 2.2528347969055176, 0.9383061528205872, 3.3160555362701416, 2.2865254878997803, 1.8571964502334595, 2.020112991333008, -0.19779330492019653, 1.3386306762695312, 0.8547098636627197, -1.7720487117767334, 2.1779139041900635, -0.9528314471244812, -1.5928914546966553, 0.011399924755096436, 0.38862407207489014, 1.112443208694458, 0.9272648692131042, -1.2685655355453491, 0.04359468072652817, -0.4421883821487427, 1.050247073173523, 0.8632217049598694, -2.6691019535064697, -0.9956158399581909]",[1.5],[11.224324226379395],10.223485552572567,,"43,42,15,39,17,40,38",true
"cuda:[""3eda1939e30b947e921f5e1814346365"", [1, 56, 56, 128], [6, 6, 32, 128], [1, 56, 56, 32]]#s0::1490_([3eda1939e30b947e921f5e1814346365,[1,56,56,128],[6,6,32,128],[1,56,56,32]],cuda)::r467",true,,,,"[-2.0406136512756348, 0.13717195391654968, -2.642533779144287, -2.079602003097534, 1.1100783348083496, 0.22066432237625122, -0.41209354996681213, -1.5643726587295532, 0.2348211258649826, 0.22021663188934326, 0.11038017272949219, -1.8797292709350586, 0.9529110193252563, -1.8885053396224976, 2.3441061973571777, 2.4053378105163574, 2.5571956634521484, 1.9637866020202637, -1.2441613674163818, -0.09309548139572144, -0.7343577146530151, -2.578479528427124, -0.8810214996337891, -0.13312095403671265, 0.6167820692062378, 0.6246263980865479, -2.1712591648101807, -1.5433748960494995, 1.7838635444641113, 0.22653228044509888, -2.206249713897705, 0.6049796342849731, -0.49271389842033386, 1.3992085456848145, 1.8305896520614624, 0.6697021722793579, -2.9068238735198975, -1.1798427104949951, 1.3247597217559814, 1.407204270362854, 2.2528347969055176, 0.9383061528205872, 3.3160555362701416, 2.2865254878997803, 1.8571964502334595, 2.020112991333008, -0.19779330492019653, 1.3386306762695312, 0.8547098636627197, -1.7720487117767334, 2.1779139041900635, -0.9528314471244812, -1.5928914546966553, 0.011399924755096436, 0.38862407207489014, 1.112443208694458, 0.9272648692131042, -1.2685655355453491, 0.04359468072652817, -0.4421883821487427, 1.050247073173523, 0.8632217049598694, -2.6691019535064697, -0.9956158399581909]",[2.0],[11.551603317260742],9.706472290692915,,"43,42,15,39,17,40,38",true
"cuda:[""3eda1939e30b947e921f5e1814346365"", [1, 56, 56, 128], [6, 6, 32, 128], [1, 56, 56, 32]]#s0::1490_([3eda1939e30b947e921f5e1814346365,[1,56,56,128],[6,6,32,128],[1,56,56,32]],cuda)::r467",true,,,,"[-2.0406136512756348, 0.13717195391654968, -2.642533779144287, -2.079602003097534, 1.1100783348083496, 0.22066432237625122, -0.41209354996681213, -1.5643726587295532, 0.2348211258649826, 0.22021663188934326, 0.11038017272949219, -1.8797292709350586, 0.9529110193252563, -1.8885053396224976, 2.3441061973571777, 2.4053378105163574, 2.5571956634521484, 1.9637866020202637, -1.2441613674163818, -0.09309548139572144, -0.7343577146530151, -2.578479528427124, -0.8810214996337891, -0.13312095403671265, 0.6167820692062378, 0.6246263980865479, -2.1712591648101807, -1.5433748960494995, 1.7838635444641113, 0.22653228044509888, -2.206249713897705, 0.6049796342849731, -0.49271389842033386, 1.3992085456848145, 1.8305896520614624, 0.6697021722793579, -2.9068238735198975, -1.1798427104949951, 1.3247597217559814, 1.407204270362854, 2.2528347969055176, 0.9383061528205872, 3.3160555362701416, 2.2865254878997803, 1.8571964502334595, 2.020112991333008, -0.19779330492019653, 1.3386306762695312, 0.8547098636627197, -1.7720487117767334, 2.1779139041900635, -0.9528314471244812, -1.5928914546966553, 0.011399924755096436, 0.38862407207489014, 1.112443208694458, 0.9272648692131042, -1.2685655355453491, 0.04359468072652817, -0.4421883821487427, 1.050247073173523, 0.8632217049598694, -2.6691019535064697, -0.9956158399581909]","[2.5, 3.0]","[11.878883361816406, 12.20616340637207]",10.170967193087813,,"43,42,15,39,17,40,38",true
"cuda:[""3eda1939e30b947e921f5e1814346365"", [1, 56, 56, 128], [6, 6, 32, 128], [1, 56, 56, 32]]#s0::1490_([3eda1939e30b947e921f5e1814346365,[1,56,56,128],[6,6,32,128],[1,56,56,32]],cuda)::r467",true,,,,"[-2.0406136512756348, 0.13717195391654968, -2.642533779144287, -2.079602003097534, 1.1100783348083496, 0.22066432237625122, -0.41209354996681213, -1.5643726587295532, 0.2348211258649826, 0.22021663188934326, 0.11038017272949219, -1.8797292709350586, 0.9529110193252563, -1.8885053396224976, 2.3441061973571777, 2.4053378105163574, 2.5571956634521484, 1.9637866020202637, -1.2441613674163818, -0.09309548139572144, -0.7343577146530151, -2.578479528427124, -0.8810214996337891, -0.13312095403671265, 0.6167820692062378, 0.6246263980865479, -2.1712591648101807, -1.5433748960494995, 1.7838635444641113, 0.22653228044509888, -2.206249713897705, 0.6049796342849731, -0.49271389842033386, 1.3992085456848145, 1.8305896520614624, 0.6697021722793579, -2.9068238735198975, -1.1798427104949951, 1.3247597217559814, 1.407204270362854, 2.2528347969055176, 0.9383061528205872, 3.3160555362701416, 2.2865254878997803, 1.8571964502334595, 2.020112991333008, -0.19779330492019653, 1.3386306762695312, 0.8547098636627197, -1.7720487117767334, 2.1779139041900635, -0.9528314471244812, -1.5928914546966553, 0.011399924755096436, 0.38862407207489014, 1.112443208694458, 0.9272648692131042, -1.2685655355453491, 0.04359468072652817, -0.4421883821487427, 1.050247073173523, 0.8632217049598694, -2.6691019535064697, -0.9956158399581909]",[3.5],[12.533443450927734],9.637186613595919,,"43,42,15,39,17,40,38",true
"cuda:[""3eda1939e30b947e921f5e1814346365"", [1, 56, 56, 128], [6, 6, 32, 128], [1, 56, 56, 32]]#s0::1490_([3eda1939e30b947e921f5e1814346365,[1,56,56,128],[6,6,32,128],[1,56,56,32]],cuda)::r467",true,,,,"[-2.0406136512756348, 0.13717195391654968, -2.642533779144287, -2.079602003097534, 1.1100783348083496, 0.22066432237625122, -0.41209354996681213, -1.5643726587295532, 0.2348211258649826, 0.22021663188934326, 0.11038017272949219, -1.8797292709350586, 0.9529110193252563, -1.8885053396224976, 2.3441061973571777, 2.4053378105163574, 2.5571956634521484, 1.9637866020202637, -1.2441613674163818, -0.09309548139572144, -0.7343577146530151, -2.578479528427124, -0.8810214996337891, -0.13312095403671265, 0.6167820692062378, 0.6246263980865479, -2.1712591648101807, -1.5433748960494995, 1.7838635444641113, 0.22653228044509888, -2.206249713897705, 0.6049796342849731, -0.49271389842033386, 1.3992085456848145, 1.8305896520614624, 0.6697021722793579, -2.9068238735198975, -1.1798427104949951, 1.3247597217559814, 1.407204270362854, 2.2528347969055176, 0.9383061528205872, 3.3160555362701416, 2.2865254878997803, 1.8571964502334595, 2.020112991333008, -0.19779330492019653, 1.3386306762695312, 0.8547098636627197, -1.7720487117767334, 2.1779139041900635, -0.9528314471244812, -1.5928914546966553, 0.011399924755096436, 0.38862407207489014, 1.112443208694458, 0.9272648692131042, -1.2685655355453491, 0.04359468072652817, -0.4421883821487427, 1.050247073173523, 0.8632217049598694, -2.6691019535064697, -0.9956158399581909]","[4.0, 4.5]","[12.860722541809082, 13.18800163269043]",7.787572051230699,,"43,42,15,39,17,40,38",true
"cuda:[""3eda1939e30b947e921f5e1814346365"", [1, 56, 56, 128], [6, 6, 32, 128], [1, 56, 56, 32]]#s0::1490_([3eda1939e30b947e921f5e1814346365,[1,56,56,128],[6,6,32,128],[1,56,56,32]],cuda)::r467",true,,,,"[-2.0406136512756348, 0.13717195391654968, -2.642533779144287, -2.079602003097534, 1.1100783348083496, 0.22066432237625122, -0.41209354996681213, -1.5643726587295532, 0.2348211258649826, 0.22021663188934326, 0.11038017272949219, -1.8797292709350586, 0.9529110193252563, -1.8885053396224976, 2.3441061973571777, 2.4053378105163574, 2.5571956634521484, 1.9637866020202637, -1.2441613674163818, -0.09309548139572144, -0.7343577146530151, -2.578479528427124, -0.8810214996337891, -0.13312095403671265, 0.6167820692062378, 0.6246263980865479, -2.1712591648101807, -1.5433748960494995, 1.7838635444641113, 0.22653228044509888, -2.206249713897705, 0.6049796342849731, -0.49271389842033386, 1.3992085456848145, 1.8305896520614624, 0.6697021722793579, -2.9068238735198975, -1.1798427104949951, 1.3247597217559814, 1.407204270362854, 2.2528347969055176, 0.9383061528205872, 3.3160555362701416, 2.2865254878997803, 1.8571964502334595, 2.020112991333008, -0.19779330492019653, 1.3386306762695312, 0.8547098636627197, -1.7720487117767334, 2.1779139041900635, -0.9528314471244812, -1.5928914546966553, 0.011399924755096436, 0.38862407207489014, 1.112443208694458, 0.9272648692131042, -1.2685655355453491, 0.04359468072652817, -0.4421883821487427, 1.050247073173523, 0.8632217049598694, -2.6691019535064697, -0.9956158399581909]",[5.0],[13.515281677246094],9.602815279484007,,"43,42,15,39,17,40,38",true
"cuda:[""3eda1939e30b947e921f5e1814346365"", [1, 56, 56, 128], [6, 6, 32, 128], [1, 56, 56, 32]]#s0::1490_([3eda1939e30b947e921f5e1814346365,[1,56,56,128],[6,6,32,128],[1,56,56,32]],cuda)::r467",true,,,,"[-2.0406136512756348, 0.13717195391654968, -2.642533779144287, -2.079602003097534, 1.1100783348083496, 0.22066432237625122, -0.41209354996681213, -1.5643726587295532, 0.2348211258649826, 0.22021663188934326, 0.11038017272949219, -1.8797292709350586, 0.9529110193252563, -1.8885053396224976, 2.3441061973571777, 2.4053378105163574, 2.5571956634521484, 1.9637866020202637, -1.2441613674163818, -0.09309548139572144, -0.7343577146530151, -2.578479528427124, -0.8810214996337891, -0.13312095403671265, 0.6167820692062378, 0.6246263980865479, -2.1712591648101807, -1.5433748960494995, 1.7838635444641113, 0.22653228044509888, -2.206249713897705, 0.6049796342849731, -0.49271389842033386, 1.3992085456848145, 1.8305896520614624, 0.6697021722793579, -2.9068238735198975, -1.1798427104949951, 1.3247597217559814, 1.407204270362854, 2.2528347969055176, 0.9383061528205872, 3.3160555362701416, 2.2865254878997803, 1.8571964502334595, 2.020112991333008, -0.19779330492019653, 1.3386306762695312, 0.8547098636627197, -1.7720487117767334, 2.1779139041900635, -0.9528314471244812, -1.5928914546966553, 0.011399924755096436, 0.38862407207489014, 1.112443208694458, 0.9272648692131042, -1.2685655355453491, 0.04359468072652817, -0.4421883821487427, 1.050247073173523, 0.8632217049598694, -2.6691019535064697, -0.9956158399581909]",[6.0],[14.169839859008789],9.452659716866002,,"43,42,15,39,17,40,38",true
"cuda:[""3eda1939e30b947e921f5e1814346365"", [1, 56, 56, 128], [6, 6, 32, 128], [1, 56, 56, 32]]#s0::1490_([3eda1939e30b947e921f5e1814346365,[1,56,56,128],[6,6,32,128],[1,56,56,32]],cuda)::r467",true,,,,"[-2.0406136512756348, 0.13717195391654968, -2.642533779144287, -2.079602003097534, 1.1100783348083496, 0.22066432237625122, -0.41209354996681213, -1.5643726587295532, 0.2348211258649826, 0.22021663188934326, 0.11038017272949219, -1.8797292709350586, 0.9529110193252563, -1.8885053396224976, 2.3441061973571777, 2.4053378105163574, 2.5571956634521484, 1.9637866020202637, -1.2441613674163818, -0.09309548139572144, -0.7343577146530151, -2.578479528427124, -0.8810214996337891, -0.13312095403671265, 0.6167820692062378, 0.6246263980865479, -2.1712591648101807, -1.5433748960494995, 1.7838635444641113, 0.22653228044509888, -2.206249713897705, 0.6049796342849731, -0.49271389842033386, 1.3992085456848145, 1.8305896520614624, 0.6697021722793579, -2.9068238735198975, -1.1798427104949951, 1.3247597217559814, 1.407204270362854, 2.2528347969055176, 0.9383061528205872, 3.3160555362701416, 2.2865254878997803, 1.8571964502334595, 2.020112991333008, -0.19779330492019653, 1.3386306762695312, 0.8547098636627197, -1.7720487117767334, 2.1779139041900635, -0.9528314471244812, -1.5928914546966553, 0.011399924755096436, 0.38862407207489014, 1.112443208694458, 0.9272648692131042, -1.2685655355453491, 0.04359468072652817, -0.4421883821487427, 1.050247073173523, 0.8632217049598694, -2.6691019535064697, -0.9956158399581909]","[7.0, 8.0]","[14.824400901794434, 15.478959083557129]",9.713863962551759,,"43,42,15,39,17,40,38",true
"cuda:[""3eda1939e30b947e921f5e1814346365"", [1, 56, 56, 128], [6, 6, 32, 128], [1, 56, 56, 32]]#s0::1490_([3eda1939e30b947e921f5e1814346365,[1,56,56,128],[6,6,32,128],[1,56,56,32]],cuda)::r467",true,,,,"[-1.9392385482788086, -0.015541600994765759, -1.5550795793533325, -1.2931615114212036, 1.2271069288253784, 0.2774643003940582, -0.02463662624359131, -1.8909413814544678, 0.24527013301849365, -0.4280513525009155, -0.24008038640022278, -2.1947224140167236, 1.355394959449768, -1.6704823970794678, 2.8273162841796875, 2.461641311645508, 2.5394413471221924, 1.8509770631790161, -1.1691988706588745, -0.2936781048774719, -1.3616604804992676, -1.8926780223846436, -1.961129903793335, -0.28259870409965515, 0.8900251984596252, 0.9947977066040039, -1.228721022605896, -1.1520904302597046, 1.159124732017517, 0.709769606590271, -2.264361619949341, 0.6323665380477905, -1.4671882390975952, 1.0503671169281006, 1.433034896850586, -0.0618802085518837, -1.8701454401016235, -1.4873756170272827, 0.8936941027641296, 1.3090733289718628, 1.8813657760620117, 0.7937729358673096, 3.1486923694610596, 2.0989909172058105, 1.5816385746002197, 2.1168079376220703, -0.7855626344680786, 1.9036277532577515, 0.7471777200698853, -1.414981722831726, 1.8183865547180176, -0.6470419764518738, -1.0069388151168823, 0.7433558702468872, 0.1918421983718872, 1.0991977453231812, 1.0538251399993896, -1.6793138980865479, -0.1586795449256897, -0.22717928886413574, -0.9179444909095764, 1.189274549484253, -2.7284364700317383, -1.7867342233657837]","[0.0, 0.25, 0.5, 0.75]","[11.858755111694336, 12.022394180297852, 12.186033248901367, 12.349674224853516]",9.708799897367824,10.513648669041254,"43,42,15,39,17,40,38",true
"cuda:[""3eda1939e30b947e921f5e1814346365"", [1, 56, 56, 128], [6, 6, 32, 128], [1, 56, 56, 32]]#s0::1490_([3eda1939e30b947e921f5e1814346365,[1,56,56,128],[6,6,32,128],[1,56,56,32]],cuda)::r467",true,,,,"[-1.9392385482788086, -0.015541600994765759, -1.5550795793533325, -1.2931615114212036, 1.2271069288253784, 0.2774643003940582, -0.02463662624359131, -1.8909413814544678, 0.24527013301849365, -0.4280513525009155, -0.24008038640022278, -2.1947224140167236, 1.355394959449768, -1.6704823970794678, 2.8273162841796875, 2.461641311645508, 2.5394413471221924, 1.8509770631790161, -1.1691988706588745, -0.2936781048774719, -1.3616604804992676, -1.8926780223846436, -1.961129903793335, -0.28259870409965515, 0.8900251984596252, 0.9947977066040039, -1.228721022605896, -1.1520904302597046, 1.159124732017517, 0.709769606590271, -2.264361619949341, 0.6323665380477905, -1.4671882390975952, 1.0503671169281006, 1.433034896850586, -0.0618802085518837, -1.8701454401016235, -1.4873756170272827, 0.8936941027641296, 1.3090733289718628, 1.8813657760620117, 0.7937729358673096, 3.1486923694610596, 2.0989909172058105, 1.5816385746002197, 2.1168079376220703, -0.7855626344680786, 1.9036277532577515, 0.7471777200698853, -1.414981722831726, 1.8183865547180176, -0.6470419764518738, -1.0069388151168823, 0.7433558702468872, 0.1918421983718872, 1.0991977453231812, 1.0538251399993896, -1.6793138980865479, -0.1586795449256897, -0.22717928886413574, -0.9179444909095764, 1.189274549484253, -2.7284364700317383, -1.7867342233657837]","[1.0, 1.25, 1.5]","[12.513313293457031, 12.676953315734863, 12.840593338012695]",10.164727440223128,,"43,42,15,39,17,40,38",true
